ページUrl,ASIN,Id,投稿日,星,名前,レビュー_タイトル,レビュー,役に立った
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_16?&pageNumber=16&sortBy=recent,B0C5M5WR65,R2IU7WYW4N6VU4,2023年3月8日,5つ星のうち5.0,Amazon カスタマー,面白いんだけど…※ネタバレ注意,"呪文、魔法薬、薬草学、魔法生物、人間関係、ストーリーどれも素晴らしい！
キャラクターもちゃんと日本語の口の形で会話してる作り込みも最高です！
4k対応のテレビじゃなくてもグラフィックも綺麗です。
だけどやっぱり新入生から入りたかった…。
そして卒業して勉強まっしぐらで魔法省や闇祓いに就職か冒険に出て旅人か魔法生物保護に就職するのか、はたまた闇の支配者になるのか等選んで本当にハリーポッターの世界の1人になりたかった…。
ストーリーだけだと意外に早く終わってしまいサブクエストやコレクションで時間を取られるという感じです。
あとセーブの引き継ぎが出来ないのも残念でプレステ5はカタカナで名前が打てないのも痛い。
スマホアプリのホグワーツミステリーもソフトにして欲しいと思いました！
キャラ作成ですが身長とか体型とかも変えれたらいいなと思いました。
これはこれで面白いのでやって損はありませんがアップデートかDLCに期待ですね！;",8人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_16?&pageNumber=16&sortBy=recent,B0C5M5WR65,R3E1EZ91WKLI8Y,2023年3月8日,5つ星のうち5.0,ピッピ,発売日に有難い！！,"発売日には届きました！！
楽しんでいます。
ありがとうございました。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_16?&pageNumber=16&sortBy=recent,B0C5M5WR65,R2NWT6W22VW2ON,2023年3月7日,5つ星のうち4.0,せふぁろすぽりん,ホグワーツ城観戦ツアーみたいな,"とにかくホグワーツ城の再現度がすごいし
そこをハリポタさんではなく、自分自身キャラで自由に見て回れる
それだけでゲームをお金出して買った価値あります。
だって、ほらユニバーサルスタジオジャパン行った気にあれば安いもんでしょ(◍ '꒳` )
あとPs5なのでロード時間も激速なのでストレスもなく移動できます。
ユニバーサルスタジオジャパンみたいに待ち時間もないです。
唯一残念なのが自分だけかもしれないですが
酔います…3D酔いは辛いので長時間できない所でしょうか;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_16?&pageNumber=16&sortBy=recent,B0C5M5WR65,R1O7NXFVXVDJCL,2023年3月7日,5つ星のうち5.0,な,ありません,めちゃくちゃ良かったです;,5人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_16?&pageNumber=16&sortBy=recent,B0C5M5WR65,R345W1IKIBDNPW,2023年3月7日,5つ星のうち5.0,Amazonカスタマー,最高の体験です,ハリーポッターをみたことがなくても楽しめると思います！もちろんみたことがある方はもっと楽しめます！戦闘も爽快感があり良かったです。ウィッチャー3が好きな方であればハマると思います。;,7人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_16?&pageNumber=16&sortBy=recent,B0C5M5WR65,RC2C4TTLH8TH0,2023年3月7日,5つ星のうち4.0,IES,ハリポタ作品としては★5,"良い：アートワーク全般、箒移動の爽快感、ラスボス戦、探索
普通：キャラメイク、普段の戦闘、ストーリー
残念：フォトモードが無い、一部のミニゲーム(特にアロホモラ)の繰り返しが面倒になる

魅力的なキャラもたくさんいますが彼らを取り巻くのは大抵暗い展開の物語です。
楽しい物語を多少は期待していたので
友達と楽しくバタービールを飲むシーンが一つでもあればよかったのにと思います。

結論・ハリポタ作品としては★5。ゲームとしては★3ぐらい。
間をとって★4にしました。;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,R27Y90UEBRYH5,2023年3月6日,5つ星のうち2.0,Amazon カスタマー,ゲームとしては微妙,"皆が言うほど綺麗なグラではない。
登場キャラは基本的にブサイク。
魔法の名前が覚えにくい。
魔法の付替えが面倒。
マップのアイコンの意味がどこにも書いていない。
マップに落ちている装備がレベル準拠なので探索してても報われない。
マーリンの謎解き後の演出や鍵解錠時の演出はいらない。
お陰で鍵を開けるのが億劫になる。
マーリンの謎解きも同様。
全体的にテンポが悪い。
ホグワーツの再現度以外は何も優れた点のないゲーム。;",8人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,R9O2CKQ2MC473,2023年3月6日,5つ星のうち5.0,Amazon カスタマー,楽しい！,"ハリーポッター映画は真面目に見たことないので、ハリーポッター知識は浅く、本ゲームも購入するつもりはなかったのですが、みなさんのレビューを読んでて非常に楽しそうなので、みなさんのレビューにつられて購入してしまいました。
購入後、ハリーポッター 1 の映画も真面目に見てテンション上げつつ、ゲームも始めました。
映画も 2 以降も全部見ようと思います。
ゲームは、映画の雰囲気をしっかり再現してて、とても楽しいです！
高評価レビューつられ組ですが、買ってよかったです！;",10人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,RRB6BNTE2GOH2,2023年3月5日,5つ星のうち5.0,レビュアー,過去一番！最高のゲーム,"昔からハリーポッターが大好きで、GBAなどでもハリーポッターゲームやったほど

心待ちにしてたPS5ホグワーツレガシー
最高です！！

グラフィック綺麗
魔法動物リアル
ホグワーツ校内忠実再現
ストーリー楽しい
ハリーポッターの世界観
どっぷり浸れる没入感
キャラクターが愛おしい

バランスもすごく良くて、メインクエスト(ストーリー)・サイドクエスト、両立していくとこも気に入ってます
サイド無視でメインだけ孤立して進むことがない、メインとサイドがちゃんと繋がってる(*ﾟ∀ﾟ*)

音の視覚的に表示、会話・セリフ字幕付けられる、文字サイズ・コントラスト等視覚補正もしっかりしてる
キャラクターの性別も女性ヘアー・顔に男性選択など自由度も高い
ゲームのユニバーサルデザインって感じ。(ゲームでここまで音声の補助等あるのは初めての体験)

ハリーポッターの世界観、魔法世界に浸れる最高のゲーム
ハリーポッター世界、魔法世界を楽しみたい人は買わなきゃですねっ

まるで魔法使いになったように楽しめる最高のゲームです

欲を言うと、オンライン対応欲しかったな…
ソロプレイしかできないのはちょっと残念
仲間とホグワーツ通いたい…
ストーリーはソロのみで一部、ミニゲームだけでもオンライン対応になったら嬉しい！！
謎解き要素、探し物も一緒にできたら楽しそうだな〜

今は、時々ゲーム内キャラがその場でクルクル回ってたり、走ってるのにその場から動かないキャラがいたり…ちょいちょいバグはあるけど、修正待ってます

ハリーポッター映画から20年以上
ホグワーツレガシー作り上げてくれて感動

色々ありながらもこの作品プレイできて、本当よかった…( ；∀；)またこんな体験が来る日まで頑張ろうって力をもらいました！
毎日ホグワーツレガシーやる為に頑張れます

PS4で事足りるわ…正直そう思ってたけど
ホグワーツレガシーのおかげでPS5買ってよかったって初めて思えた…笑

ハリーポッター、ホグワーツ、魔法界好きなら買って後悔しないと思う！
まじでお勧めの一本です！！！;",19人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,R36MPNWCXXEOZ2,2023年3月5日,5つ星のうち4.0,かすたま,ハリポタ好きにとって最高のゲーム,"クエストやコレクションなど、ゲーム内の各要素を最後までクリアするのに50時間程、トロコンまでに別途5時間程かかりました。やれることは色々ありますが、全体的には割とコンパクトにまとまったゲーム、という印象です。

これから購入される方へのゲーム内アドバイスとしては、
①まずはストーリーを進める（ストーリーを進めずに探索を行う場合、多くの便利なコンテンツが解除されず、探索の効率が悪くなるため）
②装備は溜まり次第早めに売却（ストーリー進行でお金の使い道が割と減るので廃棄でも可）
③許されざる呪文の獲得分岐の確認

ゲーム内容については、ホグワーツ城の緻密な作り込み、原作の様々な呪文を用いた戦闘・謎解き、箒やヒッポグリフへの騎乗など、ハリポタファンが一度は夢見た体験が出来ると思います。

この他にも、フィールド上に点在する数多くの収集要素、家具や便利な器具を配置して自分だけのマイルームを作れるクラフト要素、魔法生物を飼育できる要素、などオープンワールドゲームとしても十分に楽しめる作品だと感じました。細かい所では、装備の外見の種類、主人公の会話時・探索時の台詞量が豊富な点も嬉しかったです。

反対に悪かった点を挙げるとすれば、

(世界観的に仕方ないのかもしれませんが、） フィールドの大部分が平原や鬱蒼とした森で後半には少しマンネリを感じること。全体的に暗い雰囲気のステージばかりだということ。
陸用・空用と騎乗動物がいくつか用意されてはいるが、箒の利便性がかなり高いので、使わなくなってしまうこと。
ジャンプ力が低いので時に移動が不便に感じること、ピッキング要素が面倒なこと、などありますが、気になる人は気になるかなといった程度の事ではあります。

以上、総評としては、｢ハリポタ好きにとってはかなり出来の良い作品｣であり、｢オープンワールドものとしてもそこそこ優秀な作品｣というように感じました。特に映画や原作に思い入れがあり、ゲームも好きだという方は、この機にPS5を買って遊んでみるのも良いかもしれません。;",2人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,R9BYBVC9518TX,2023年3月5日,5つ星のうち5.0,大和,面白いけど酔う,"予約して購入し最後までプレイしましたが近年稀に見る良ゲーだと思います。
最後まで行くと作業ゲーになりはしますが楽しめたので良いです。
しかし私の三半規管が雑魚なせいで数分で酔ってしまいます。
よくゲームで使うテレビ(55型)とPCモニター(27インチ)両方ともすぐ酔ってダメなので結局MacBook(13インチ)でリモートプレイにしてやりました;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,R31NDK3Z2238TG,2023年3月5日,5つ星のうち3.0,eleanor,神ゲーとは思いませんでした。,"まず戦闘、魔法使いなので剣とかはもちろん使えませんがパリィ的なこともできるし対応した色の魔法を当てるとかこれは面白いと思いました。
しかし敵が小鬼、魔法使い、トロールと似たようなのばかりで戦闘が単調になりがち。

次にストーリーですがいまいち引き込まれないというかパッとしません。
先が気になるとかもなくよく分からないって感じのストーリー。

次に装備品。
持てる数が少ないわりにそのへんの宝箱とかからポンポン手に入るのですぐ持ち物がいっぱいで持てなくなります。
拡張はできるにしても名称が同じでも数値だけが違ってるようなものが多く結局は+になる装備以外は全て売るか捨てるかになります。

まぁ最初の頃は箒に乗ったりホグワーツの中を探索したりと楽しめるとは思いますが結局はそれに飽きたら飽きると思います。;",9人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,R3B6QZ82Q99REH,2023年3月5日,5つ星のうち4.0,柚子蜜柑,謎解き,"謎解きなどサブクエストなど豊富です。操作など慣れるまでは違和感ありますが慣れてくれば問題無くできます。謎解きが結構あるので敵を倒しまくってガンガン進める方は合わないかもしれません。あと、システムなどレベルアップの仕方など経験値など結構解りづらく最初は戸惑う所もあります。でも必要の部屋まで頑張って下さいやる事が一段と増え楽しくなります。
個人的にはジャンルが違いますが推理アドベンチャーゲーム的な感じがしました。ある場所ではこの魔法使うとかこの魔法で打開するなど色々考えながらやってます。総じてゲームとしてはボリュームもあり映像も良く良い作品だと思います。じっくりとのんびり色々考えながら進めるのが好きな方には良い作品です。素晴らしい作品ありがとうございます。;",5人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,RU6MEKUJ3OUXA,2023年3月4日,5つ星のうち1.0,アマゾン 太郎,レイシストゲーム,差別ゲーム;,1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,R209H92897RSWG,2023年3月4日,5つ星のうち5.0,勝広,なにもない,良かった。;,4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_17?&pageNumber=17&sortBy=recent,B0C5M5WR65,R2PE80AOEI4Y7O,2023年3月4日,5つ星のうち5.0,Amazon カスタマー,これ映画見てるみたい,ハリーポッターの知識はにわか程度だが、ストーリーには引き込まれる。ちょっと知ってるだけでも、ゲームとして楽しめるのではないだろうか...;,7人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,R3VU45SZRHNEZ7,2023年3月4日,5つ星のうち5.0,あきらめ,原作や映画を観ている方にはより楽しめると思います。,ハリーポッターの世界観を再現しており、その世界に浸るのには非常に良いと思います。;,5人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,RD7ADWBXT9PRC,2023年3月2日,5つ星のうち5.0,幸田州世,バグ少し多いけど,バグが多少はありましたが、メインストーリー・サイドミッションは本当に面白く、各地点でやり込むことが沢山あるので長く遊べました！;,8人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,R1PU5XXH1OA6QI,2023年3月1日,5つ星のうち5.0,Amazon カスタマー,装備がかっこいい,仮面とかカッコいい装備があって何するのも楽しいすばらしい神ゲー;,6人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,R1EF2U62MK1ODB,2023年3月1日,5つ星のうち5.0,(ー),ハリポタ視聴したことある人には超オススメ,"まだプレイ中で未クリアですが、参考までに

良い点
・ホグワーツ魔法学校だけじゃない！！驚きのウィザーディング・ワールドの再現度！
・ハリポタで見た魔法が、あの映画のイメージそのままで使える！
・箒も！魔法生物も！再現度高い！
・結構やることある

悪い点
・やることはたくさん用意されていますが、単調で数が多いものもあります。
・ほんの少しバグります。致命的なバグなし。世界観を常時壊す程度ではありません。;",10人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,RQYR8YM17ESMI,2023年3月1日,5つ星のうち4.0,ギップリャ,かなり好きな部類,"たいしてハリポタファンじゃなく一応映画を全部観ただけの俺でも、あのシーンのあそこかとかかなり興奮するレベル
全く興味ないものからすれば操作感や世界観は好みが分かれるかな
不満としては後々に枠は増やせるんだけど装備が全部あわせて初期は20個しか持てないこと
開始早々いろんなとこに行けるしクエストもあるしであっという間に貯まり道中捨てる羽目に…
あとはバグだと思いますが大きい宝箱は所持限界で取れなかった場合は二度と取れません
始めは寄り道せずメインをある程度進め魔法を取得しマーリンの試練で装備枠を増やし余裕を持ってからのほうがストレスないかと;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,R1KWEHQ547U0QA,2023年2月28日,5つ星のうち5.0,ガラナ,過去一で最高のゲーム,"これまで多種多様なゲームをやってきましたが、ここまで完璧なゲーム初めてです。
惟一の不満をあげるならキャラクリくらいですかね。

メインストーリー
原作を知らなくても全然楽しめます。
しかし、知ってたら知ってたでもっと興奮が味わえます。

サブストーリー
ひとつひとつがしっかり作り込まれてます。
こういう類のゲームだとお使いばかりでダレてくるのですが、このゲームではそんなことを感じさせないくらい作りこまれています。

マップ
最初全体を見た時に思ったより狭いと感じていましたが、散りばめられているダンジョン的なものがなかなかに作り込まれており、とても広く感じます。十分すぎるくらいです。

移動
風景が綺麗なので歩いて景色を楽しむのも良し、箒や動物に乗るのも良し、急ぎならファストトラベルするのも良しで移動が全く苦になりません。

ロード
早いです。全く気になりません。

戦闘
コンボが繋がった時の爽快感がとても気持ちがいいです。魔法も特性などをつけて強化することが出来て楽しい。自分は闇堕ちしてヒャッハーしてます。

秘密の部屋
個人的に嬉しい要素です。
コレクションを集めて自分の部屋を飾っていく何気ない要素が秘密基地感があって楽しいです。

バグ等について
60時間ほどプレイしてますが、進行不能のバグには遭遇していません。
いきなりゲームが落ちたことが2回ありましたが、オートセーブのおかげで助かりました。

総評
早く家に帰ってやりたい！と思えるゲームに久々に出会いました。
これ以上のゲームに今年また出会うことが出来るのか、、、
プレイ動画も色々あがっているので、面白そうと思えたならぜひプレイしてみて下さい。
面白そうと思えたら間違いなく面白いです。;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,R2VOAW0XZW5E5X,2023年2月28日,5つ星のうち3.0,おっひー,バグ多め、決して神ゲーではない,"ハリポタの世界観でゲームができるのは嬉しいしストーリーも面白かった。オープニングはテンション上がった！ただ全体を見ると神ゲーという程では絶対無いと思う。

バグは多くクエストの進行不可になるバグもある（運営は把握してるみたいなのでそのうち直ると思う）。
全ての呪文を取ろうとすると選択肢しだいでは最初からしないと入手出来ない呪文がある。

トロコン頑張ろうとしたがバグと呪文入手不可で死ぬほど萎えた。もう諦めて違うゲームします。;",6人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,R2ZHBKM92XWFIL,2023年2月28日,5つ星のうち3.0,古川 ナ.,楽しいけど。。,"まず戦闘面は単調で期待しない方がいい。
敵もなんかパッとしない。。

グラフィックは物凄く綺麗で映画で観てた世界を冒険できます！！
この場所映画で観た場所だーってワクワクしました！

ただ個人としては、せっかくホグワーツに入学するのであれば
もっと学校要素が欲しかった。。
みんなとご飯食べたり授業をムービーではなくてちゃんと受けたりクディッチしたり。。

後やたらバグが多い
サブクエなんかは普通にクリア不可になるバグはあるし
ロードし直さないと進めない場所もあるしで他のゲームより結果多かったです。;",7人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,R32IPOXZ7AJA25,2023年2月28日,5つ星のうち5.0,アマゾネッシュ,誰にでもオススメできる神ゲーです！,"このゲームのためにPS5を買いましたが、このゲームもPS5も買って大正解でした！美しいグラフィックによるホグワーツ校内とホグズミードの作り込みが凄まじく、ハリポタファンならハマること間違いなし！ハリポタを知らなくても、魔法学校生活と魔法を駆使した冒険は、楽しめると思います。
ゲーム本編もさることながら、景色が美しいのでのんびり散策したり、生徒や町中の人たちの会話を聞いたりしてるだけでも楽しいです。
また、難易度も初心者向けのモードがありますので、ゲームが苦手な方にもオススメです。クリア後もやり込み要素が盛り沢山です。
魔法のほうきで空を自由に飛べるようになった時は感動しました。また、かわいい魔法生物を飼育できるのも楽しいです♪
美しいグラフィックで、ホグワーツやホグズミードを散策したり、箒でフィールドを自由に飛び回れたりできるのは、PS5ならではだと思いますので、買って大満足でした！;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_18?&pageNumber=18&sortBy=recent,B0C5M5WR65,R2RFMO4PDK2790,2023年2月28日,5つ星のうち5.0,アイナ,ハリポタの世界観としてもゲームとしても凄かった！,"ハリーポッターの世界を隅々まで作り上げているゲームでもあり、
ゲームとしての作り込みも凄くて、一本のゲームとしてとても楽しい。

ハリポタ知らなくても、出来そうなくらい、ゲームとしての完成度も高い。;",1人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_19?&pageNumber=19&sortBy=recent,B0C5M5WR65,R24ALKFDEE7JZH,2023年2月28日,5つ星のうち5.0,楓,気になったところ,"良い点は他の方が沢山書いて下さってるので割愛。

•アイテムインベントリが満杯の状態で宝箱を開けないで下さい。中身をロストしてしまうので必ずインベントリに空きを確保しておいて下さい。

•敵を倒した時のアイテムが地中に埋まってしまい取得できない時がある。

•採取可能状態であるにもかかわらず植物が何故か採取出来ないことがある。

•PS5でも頻繁にエラー落ちする場面がある。(箒レースをしたあと、箒に乗って移動しようとする時など);",
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_19?&pageNumber=19&sortBy=recent,B0C5M5WR65,R3EYO0KDPWXM93,2023年2月28日,5つ星のうち5.0,Amazonカスタマー,まだ中盤ですが最高,"魔法の世界でやりたかったことが出来るゲーム。
とくに箒の操作性は感動しました。まさに箒に乗っている感じでクセなく操作できます。
A地点からB地点へ行くのに、普通なら山を迂回し下っていくところを、箒でひとっとび出来た時に「これをしたかったのだ」と実感しました。
魔法での戦闘も楽しいですし、イージーでも絶妙に「出来てる感じ」があってつまらなくならないです。
素晴らしい！;",5人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_19?&pageNumber=19&sortBy=recent,B0C5M5WR65,R23CHLQKB725CS,2023年2月27日,5つ星のうち4.0,福田 昌記,凄く良い作品です、一度触る価値あり！,"ホグワーツがものすごいレアリティです、買って触る価値あり！
凄く良い作品です。;",11人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_19?&pageNumber=19&sortBy=recent,B0C5M5WR65,R1LYMG1FFP04JH,2023年2月27日,5つ星のうち5.0,Vantice,"全世界で1,200万本、売上は8億5,000万ドルを達成","WB Gameが手掛けるプレイステーション 5/Xbox Series X|S/PC用オープンワールドアクションRPG「ホグワーツ・レガシー」の販売数が2週間で1,200万本、売上は8億5,000万ドルを達成したことを海外メディアが報じた。

　報道によると、「ホグワーツ・レガシー」は発売から最初の2週間で販売数が1,200万本、売上が8億5,000万ドルを達成し、WB Gameのこれまですべてのゲーム発売記録を上回ったとのこと。

これは名作だと言わざるを得ない。;",
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_19?&pageNumber=19&sortBy=recent,B0C5M5WR65,R3HNSQ0RTTA41L,2023年2月27日,5つ星のうち5.0,るんるん♪,神ゲーです！,ホグワーツの世界に没入できます。ボリューム感も充分です。;,4人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_19?&pageNumber=19&sortBy=recent,B0C5M5WR65,R7WLLYSODO8WV,2023年2月27日,5つ星のうち3.0,おたか,ストーリーが残念,"30時間ほどプレイしました。

○良かったとこ
・グラフィックの綺麗さ
・グラフィックの作り込みがよく、学校や町を歩くだけでその楽しさがある
・魔法を使った謎解きはおもしろい

○気になったとこ
・ストーリーがよくわからない。ハリーポッターをなんとなく見てる程度の知識のためかもしれないが、ストーリーやキャラクターの話していることが理解できず苦痛だった。
・戦闘も単調といえば単調。魔法で戦うというのは楽しかった。

○まとめ
よくできたゲームではあるとおもうが、ハリーポッターをあまり知らない人には難解すぎる気がする。
ハリーポッターファンであれば間違いなくプレイしたほうがいい;",3人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_19?&pageNumber=19&sortBy=recent,B0C5M5WR65,R2TLLRA1J977F,2023年2月27日,5つ星のうち5.0,無題,ゲームは最高,"届くのが遅すぎて予約した意味がない
Amazonでは今後予約商品は買わないです;",6人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_19?&pageNumber=19&sortBy=recent,B0C5M5WR65,R199L0T2DX0T63,2023年2月27日,5つ星のうち5.0,Amazon カスタマー,絵がすごい,"面白いです。
かなり、リアルに再現されてて良いです。;",5人
https://www.amazon.co.jp/Crest-Outlast-Mouthwash-Lasting-Peppermint/product-reviews/B0C5M5WR65/ref=cm_cr_getr_d_paging_btm_next_19?&pageNumber=19&sortBy=recent,B0C5M5WR65,R1Y6NWX2XDEWUX,2023年2月26日,5つ星のうち4.0,Seven,(こいつ、話長ぇ～な),"ハリーポッターをまったく知らないでプレイしてメインストーリーはクリアした感想。

組み分けで何が変わるのか謎。

戦闘が予想以上の難しさで、慣れるまで辛かった。
あとコンボなどができるだけで少し戦闘が単調かも……。

攻撃できる植物や薬を作るための道具が恐ろしいほど値段が高く、ストーリーの8割ぐらいしてからやっとまともに作れるぐらい。

とにかく聞き慣れない横文字の名前や場所、呪文のオンパレードで人間関係、ストーリーがわかりずらい。
会話もできない通行人、銅像？にも名前があったりするのが、しんどい。

一人一人、話す内容がいちいち濃厚で全員が(よく喋るなぁ、この人……)みたいな。
本当に聞くのが面倒になる。

話す選択内容によってストーリーが変わる？ので、慎重に選ばないといけなく、違う人格としてクリアして遊べるような気がする。

学校内で生活しているのに主人公だけ制服無視の自由気ままな服装(装備)で違和感。

装備を購入したり、レベルアップさせる意味がない。
ほとんどストーリーを進めればより良い装備が拾える。

そのため動物保護飼育から得られる装備をレベルアップさせる素材が無意味、飼育する意味がない。

ストーリー、洞窟など入ると多くの装備が拾えるのはいいが持ち物いっぱいで何度、捨てたことか……。
毎回、街に持ち物を売りに行くのがかなり面倒。

現時点で一番使える装備能力のまま、過去に手に入れた服装(装備)に衣装チェンジ、コスプレできるのが〇

木の種類、長さなど初めて手に入れた魔法の杖を大事に大事に育てていくと思ったら、柄の部分が宝箱などから拾えるが、戦闘中などの効果がまったくなく、見た目の問題だけってことが残念。

道を歩いていると、依頼を頼まれサブクエストをやりつつ、探検、メインを進めるとバランスよくストーリーを進める。

いつでもゲームレベルを調整でき、クリア出来なそうな時にイジれるのが◎

やり込み要素(やれることが多い)
クリアしましたがもう一度、やり直して会話選択を変え、人格変えてやり直すか、と考えましたがあの長々と話す人達を聞き直すのは苦痛なのでやらないと思います。
(※会話は飛ばせます);",2人
